rank,dataset,field,family,question,unique_values,score,top_values_json
66,260300_ECHO,q18r17,brand_funnel_ad,,6,39.6268,"[[""6"", 103, 69, 0.6699029126213593, 0.3167739215613337], [""5"", 182, 103, 0.5659340659340659, 0.21280507487404038], [""1"", 675, 164, 0.24296296296296296, -0.11016602809706258], [""4"", 168, 89, 0.5297619047619048, 0.17663291370187922], [""2"", 348, 81, 0.23275862068965517, -0.12037037037037038], [""3"", 90, 47, 0.5222222222222223, 0.1690932311621967]]"
67,260200_SBD,q13r1,ownership_use_product,,144,39.5792,"[[""Bosch"", 20, 16, 0.8, 0.3552731893265566], [""Craftsman"", 129, 44, 0.34108527131782945, -0.10364153935561399], [""Snap on"", 7, 1, 0.14285714285714285, -0.3018696678163006], [""DeWalt"", 37, 12, 0.32432432432432434, -0.1204024863491191], [""dewalt"", 11, 3, 0.2727272727272727, -0.17199953794617073], [""Milwaukee"", 86, 33, 0.38372093023255816, -0.061005880440885285]]"
68,260306_TFG-Contractor-Index-Q2,q9,demographic_profile,What is your company’s approximate annual sales volume?,10,39.2484,"[[""1"", 185, 20, 0.10810810810810811, -0.2517844612741658], [""7"", 167, 97, 0.5808383233532934, 0.2209457539710195], [""2"", 99, 12, 0.12121212121212122, -0.23868044817015271], [""6"", 132, 73, 0.553030303030303, 0.19313773364802905], [""8"", 105, 55, 0.5238095238095238, 0.1639169544272499], [""9"", 78, 42, 0.5384615384615384, 0.1785689690792645]]"
69,260206_OC-BH,q121r1,ownership_use_product,,192,39.0105,"[[""Trex"", 88, 3, 0.03409090909090909, -0.13919929423626282], [""Westbury"", 10, 0, 0.0, -0.1732902033271719], [""trex"", 19, 1, 0.05263157894736842, -0.12065862437980349], [""__MISSING__"", 1808, 315, 0.17422566371681417, 0.000935460389642262]]"
70,260300_ECHO,q19_2026r14,brand_funnel_ad,,21,38.9429,"[[""0"", 236, 138, 0.5847457627118644, 0.23161677165183886], [""__MISSING__"", 1072, 267, 0.2490671641791045, -0.10406182688092105], [""10"", 77, 45, 0.5844155844155844, 0.23128659335555884], [""5"", 83, 45, 0.5421686746987951, 0.1890396836387696], [""15"", 7, 5, 0.7142857142857143, 0.36115672322568876], [""8"", 7, 5, 0.7142857142857143, 0.36115672322568876]]"
71,260200_SBD,q13r2,ownership_use_product,,108,38.7784,"[[""Milwaukee"", 177, 54, 0.3050847457627119, -0.13964206491073156], [""Stanley"", 45, 31, 0.6888888888888889, 0.24416207821544544], [""Bosch"", 23, 18, 0.782608695652174, 0.3378818849787305], [""stanley"", 6, 6, 1.0, 0.5552731893265566], [""dewalt"", 26, 7, 0.2692307692307692, -0.17549604144267422], [""Ryobi"", 28, 9, 0.32142857142857145, -0.12329823924487199]]"
72,260306_TFG-Contractor-Index-Q2,q3,demographic_profile,In which industry do you work?,3,38.264,"[[""11"", 151, 125, 0.8278145695364238, 0.4679220001541499], [""2"", 908, 259, 0.2852422907488987, -0.07465027863337526], [""8"", 58, 18, 0.3103448275862069, -0.049547741796067024]]"
73,260300_ECHO,q11othr6,ownership_use_product,,142,37.9031,"[[""1"", 10, 10, 1.0, 0.6468710089399745], [""Any"", 9, 4, 0.4444444444444444, 0.09131545338441888], [""__MISSING__"", 1368, 477, 0.34868421052631576, -0.00444478053370978], [""None"", 9, 3, 0.3333333333333333, -0.01979565772669223]]"
74,260401_-OC-CAN,q44,demographic_profile,How familiar are you with the company Oldcastle?,5,37.6386,"[[""5"", 104, 76, 0.7307692307692307, 0.3471891500155295], [""4"", 186, 114, 0.6129032258064516, 0.22932314505275042], [""1"", 139, 19, 0.1366906474820144, -0.2468894332716868], [""2"", 113, 21, 0.18584070796460178, -0.19773937278909942], [""3"", 201, 55, 0.2736318407960199, -0.10994823995768133]]"
75,260401_-OC-CAN,TOT_PATIOSr1,other,,100,36.1624,"[[""18"", 11, 10, 0.9090909090909091, 0.5255108283372079], [""34"", 13, 11, 0.8461538461538461, 0.46257376540014494], [""11"", 9, 8, 0.8888888888888888, 0.5053088081351876], [""75"", 8, 7, 0.875, 0.4914199192462988], [""__MISSING__"", 454, 146, 0.32158590308370044, -0.06199417767000076], [""22"", 8, 0, 0.0, -0.3835800807537012]]"
76,251101_THD-CX,q8r1,demographic_profile,,272,35.9356,"[[""210000"", 9, 3, 0.3333333333333333, 0.2713910761154855], [""1000000"", 38, 6, 0.15789473684210525, 0.09595247962425749], [""50000"", 81, 0, 0.0, -0.06194225721784777], [""3000000"", 25, 4, 0.16, 0.09805774278215224], [""800000"", 38, 5, 0.13157894736842105, 0.06963669015057328], [""30000"", 41, 0, 0.0, -0.06194225721784777]]"
77,260401_-OC-CAN,q17,brand_funnel_ad,What part(s) of the project did you hire a pro to help you with?,157,35.5843,"[[""__MISSING__"", 587, 231, 0.393526405451448, 0.009946324697746811]]"
78,260300_ECHO,q11ar3c4,ownership_use_product,,2,35.4751,"[[""0"", 729, 375, 0.51440329218107, 0.1612743011210444], [""1"", 837, 178, 0.2126642771804062, -0.14046471387961934]]"
79,260200_SBD,qcoe2r3,other,,130,35.2907,"[[""__MISSING__"", 334, 181, 0.5419161676646707, 0.09718935699122722], [""Dewalt"", 30, 7, 0.23333333333333334, -0.2113934773401101], [""Craftsman"", 30, 9, 0.3, -0.14472681067344345], [""Bosch"", 19, 5, 0.2631578947368421, -0.18156891593660135], [""Ridgid"", 6, 1, 0.16666666666666666, -0.2780601440067768], [""Makita"", 42, 15, 0.35714285714285715, -0.08758395353058629]]"
80,260300_ECHO,q11othr3,ownership_use_product,,101,34.1151,"[[""2"", 8, 8, 1.0, 0.6468710089399745], [""4"", 7, 7, 1.0, 0.6468710089399745], [""__MISSING__"", 1417, 488, 0.34438955539872973, -0.008739435661295814]]"
81,260300_ECHO,q11ar4c4,ownership_use_product,,2,34.0133,"[[""0"", 772, 388, 0.5025906735751295, 0.149461682515104], [""1"", 794, 165, 0.20780856423173805, -0.1453204268282875]]"
82,260206_OC-BH,q25r1,brand_funnel_ad,,235,33.4975,"[[""__MISSING__"", 1924, 334, 0.1735966735966736, 0.00030647026950170186]]"
83,260306_TFG-Contractor-Index-Q2,q43dr4,demographic_profile,,40,32.2119,"[[""0"", 226, 33, 0.14601769911504425, -0.21387487026722968], [""30"", 94, 54, 0.574468085106383, 0.2145755157241091], [""20"", 220, 107, 0.4863636363636364, 0.12647106698136246], [""5"", 62, 10, 0.16129032258064516, -0.19860224680162877], [""75"", 8, 0, 0.0, -0.35989256938227393], [""25"", 100, 42, 0.42, 0.060107430617726054]]"
84,251205_TFG-Contractor-Index-Q1,q13r1,ownership_use_product,,51,32.0756,"[[""68"", 8, 5, 0.625, 0.5145216400911161], [""50"", 101, 0, 0.0, -0.11047835990888383], [""0"", 74, 4, 0.05405405405405406, -0.05642430585482977], [""90"", 35, 1, 0.02857142857142857, -0.08190693133745526], [""20"", 18, 0, 0.0, -0.11047835990888383], [""60"", 66, 4, 0.06060606060606061, -0.04987229930282322]]"
85,260401_-OC-CAN,q25r2,brand_funnel_ad,,24,31.8843,"[[""0"", 70, 7, 0.1, -0.2835800807537012], [""30"", 47, 34, 0.723404255319149, 0.3398241745654478], [""35"", 17, 16, 0.9411764705882353, 0.5575963898345341], [""40"", 25, 18, 0.72, 0.33641991924629877], [""45"", 8, 7, 0.875, 0.4914199192462988], [""10"", 13, 0, 0.0, -0.3835800807537012]]"
86,260306_TFG-Contractor-Index-Q2,q7r1,demographic_profile,,44,31.2053,"[[""8"", 82, 49, 0.5975609756097561, 0.23766840622748214], [""25"", 48, 3, 0.0625, -0.29739256938227393], [""10"", 162, 78, 0.48148148148148145, 0.12158891209920752], [""7"", 61, 33, 0.5409836065573771, 0.18109103717510316], [""35"", 14, 0, 0.0, -0.35989256938227393], [""20"", 72, 15, 0.20833333333333334, -0.1515592360489406]]"
87,260404_ADDO,outroR1_RD_Reviewr3,other,,23,31.1418,"[[""16"", 37, 28, 0.7567567567567568, 0.4927449573467273], [""0"", 500, 93, 0.186, -0.0780117994100295], [""18"", 18, 12, 0.6666666666666666, 0.40265486725663713], [""12"", 45, 22, 0.4888888888888889, 0.22487708947885937], [""15"", 35, 18, 0.5142857142857142, 0.25027391487568473], [""14"", 59, 25, 0.423728813559322, 0.1597170141492925]]"
88,260300_ECHO,q19_2026r7,brand_funnel_ad,,42,30.7783,"[[""0"", 291, 148, 0.5085910652920962, 0.15546207423207065], [""__MISSING__"", 586, 152, 0.2593856655290102, -0.09374332553101533], [""3"", 8, 6, 0.75, 0.39687100893997446], [""90"", 10, 0, 0.0, -0.35312899106002554], [""30"", 27, 5, 0.18518518518518517, -0.16794380587484037], [""80"", 10, 1, 0.1, -0.2531289910600255]]"
89,260300_ECHO,q18r5,brand_funnel_ad,,6,30.5959,"[[""4"", 167, 94, 0.562874251497006, 0.20974526043698044], [""1"", 445, 104, 0.23370786516853934, -0.11942112589148621], [""2"", 461, 109, 0.23644251626898047, -0.11668647479104508], [""5"", 217, 110, 0.5069124423963134, 0.15378345133628785], [""6"", 169, 86, 0.5088757396449705, 0.15574674858494492], [""3"", 107, 50, 0.4672897196261682, 0.11416072856614268]]"
90,260306_TFG-Contractor-Index-Q2,q43dr3,demographic_profile,,37,30.5119,"[[""0"", 185, 26, 0.14054054054054055, -0.21935202884173338], [""20"", 217, 110, 0.5069124423963134, 0.14701987301403946], [""30"", 112, 57, 0.5089285714285714, 0.14903600204629747], [""5"", 40, 5, 0.125, -0.23489256938227393], [""23"", 5, 4, 0.8, 0.4401074306177261], [""80"", 6, 0, 0.0, -0.35989256938227393]]"
91,260401_-OC-CAN,q24,brand_funnel_ad,What percentage of your projects does the homeowner place the order for the brick/pavers for you to install?,6,30.5024,"[[""4"", 73, 62, 0.8493150684931506, 0.46573498773944944], [""1"", 56, 3, 0.05357142857142857, -0.33000865218227265], [""3"", 75, 48, 0.64, 0.2564199192462988], [""__MISSING__"", 454, 146, 0.32158590308370044, -0.06199417767000076], [""2"", 74, 19, 0.25675675675675674, -0.12682332399694446], [""5"", 11, 7, 0.6363636363636364, 0.25278355560993515]]"
92,260300_ECHO,q23_2026_Lr13r4,brand_funnel_ad,,10,30.3748,"[[""9"", 75, 53, 0.7066666666666667, 0.3535376756066411], [""10"", 83, 52, 0.6265060240963856, 0.27337703303636], [""8"", 73, 46, 0.6301369863013698, 0.2770079952413443], [""__MISSING__"", 1275, 373, 0.29254901960784313, -0.06057997145218241], [""7"", 29, 21, 0.7241379310344828, 0.3710089399744572], [""5"", 14, 3, 0.21428571428571427, -0.13884327677431127]]"
93,260300_ECHO,q19_2026r11,brand_funnel_ad,,41,30.3003,"[[""__MISSING__"", 732, 181, 0.24726775956284153, -0.10586123149718402], [""9"", 7, 7, 1.0, 0.6468710089399745], [""0"", 340, 143, 0.42058823529411765, 0.06745924423409211], [""10"", 141, 64, 0.45390070921985815, 0.1007717181598326], [""7"", 10, 7, 0.7, 0.3468710089399744], [""4"", 14, 9, 0.6428571428571429, 0.28972815179711736]]"
94,260306_TFG-Contractor-Index-Q2,q43dr2,demographic_profile,,46,30.117,"[[""20"", 230, 118, 0.5130434782608696, 0.15315090887859567], [""0"", 205, 42, 0.2048780487804878, -0.15501452060178614], [""50"", 44, 6, 0.13636363636363635, -0.22352893301863758], [""30"", 104, 50, 0.4807692307692308, 0.12087666138695685], [""12"", 6, 5, 0.8333333333333334, 0.47344076395105944], [""15"", 91, 42, 0.46153846153846156, 0.10164589215618763]]"
95,260206_OC-BH,q76r1,demographic_profile,,112,29.6315,"[[""300"", 13, 5, 0.38461538461538464, 0.21132518128821273], [""__MISSING__"", 1820, 286, 0.15714285714285714, -0.016147346184314765], [""500"", 18, 6, 0.3333333333333333, 0.1600431300061614], [""1000"", 15, 1, 0.06666666666666667, -0.10662353666050524], [""400"", 12, 1, 0.08333333333333333, -0.08995686999383858], [""2000"", 11, 1, 0.09090909090909091, -0.08238111241808099]]"
96,251205_TFG-Contractor-Index-Q1,q5r1,demographic_profile,,42,29.4187,"[[""63"", 5, 5, 1.0, 0.8895216400911161], [""68"", 6, 5, 0.8333333333333334, 0.7228549734244496], [""100"", 181, 7, 0.03867403314917127, -0.07180432675971256], [""90"", 74, 1, 0.013513513513513514, -0.09696484639537031], [""50"", 148, 7, 0.0472972972972973, -0.06318106261158653], [""70"", 65, 13, 0.2, 0.08952164009111618]]"
97,251205_TFG-Contractor-Index-Q1,q5r2,demographic_profile,,42,29.4187,"[[""37"", 5, 5, 1.0, 0.8895216400911161], [""32"", 6, 5, 0.8333333333333334, 0.7228549734244496], [""0"", 181, 7, 0.03867403314917127, -0.07180432675971256], [""10"", 74, 1, 0.013513513513513514, -0.09696484639537031], [""50"", 148, 7, 0.0472972972972973, -0.06318106261158653], [""30"", 65, 13, 0.2, 0.08952164009111618]]"
98,260300_ECHO,q23_2026_Lr13r5,brand_funnel_ad,,9,29.3907,"[[""9"", 84, 59, 0.7023809523809523, 0.3492519613209268], [""8"", 73, 50, 0.684931506849315, 0.3318025157892895], [""__MISSING__"", 1275, 373, 0.29254901960784313, -0.06057997145218241], [""10"", 76, 42, 0.5526315789473685, 0.19950258788734293], [""7"", 32, 19, 0.59375, 0.24062100893997446], [""6"", 14, 6, 0.42857142857142855, 0.075442437511403]]"
99,260300_ECHO,q24_2026_Lr13,brand_funnel_ad,How likely are you to recommend RedMax to ?,9,29.3852,"[[""8"", 83, 58, 0.6987951807228916, 0.34566618966286605], [""9"", 80, 52, 0.65, 0.2968710089399745], [""__MISSING__"", 1275, 373, 0.29254901960784313, -0.06057997145218241], [""10"", 76, 45, 0.5921052631578947, 0.23897627209786915], [""7"", 31, 20, 0.6451612903225806, 0.2920322992625551], [""6"", 15, 5, 0.3333333333333333, -0.01979565772669223]]"
100,260300_ECHO,q23_2026_Lr13r1,brand_funnel_ad,,10,29.286,"[[""9"", 73, 50, 0.684931506849315, 0.3318025157892895], [""8"", 74, 49, 0.6621621621621622, 0.30903317110213663], [""10"", 66, 43, 0.6515151515151515, 0.29838616045512595], [""__MISSING__"", 1275, 373, 0.29254901960784313, -0.06057997145218241], [""7"", 39, 23, 0.5897435897435898, 0.23661459868356421], [""6"", 18, 10, 0.5555555555555556, 0.20242656449553004]]"
101,260300_ECHO,bhf,fielding_technical,Captured variable,52,29.2555,"[[""__MISSING__"", 548, 248, 0.45255474452554745, 0.0994257534655219], [""36"", 36, 21, 0.5833333333333334, 0.23020434227330783], [""58"", 13, 0, 0.0, -0.35312899106002554], [""30"", 11, 8, 0.7272727272727273, 0.37414373621270175], [""51"", 20, 2, 0.1, -0.2531289910600255], [""73"", 10, 0, 0.0, -0.35312899106002554]]"
102,260300_ECHO,q23_2026_Lr13r11,brand_funnel_ad,,10,29.2229,"[[""9"", 65, 50, 0.7692307692307693, 0.41610177817074373], [""10"", 86, 56, 0.6511627906976745, 0.2980337996376489], [""__MISSING__"", 1275, 373, 0.29254901960784313, -0.06057997145218241], [""8"", 75, 42, 0.56, 0.2068710089399745], [""7"", 41, 23, 0.5609756097560976, 0.20784661869607207], [""6"", 14, 7, 0.5, 0.14687100893997446]]"
103,260300_ECHO,q3r1,demographic_profile,,17,29.0014,"[[""100"", 83, 67, 0.8072289156626506, 0.4540999246026251], [""55"", 26, 20, 0.7692307692307693, 0.41610177817074373], [""__MISSING__"", 1316, 402, 0.30547112462006076, -0.04765786643996478], [""60"", 45, 23, 0.5111111111111111, 0.15798212005108553], [""75"", 7, 1, 0.14285714285714285, -0.2102718482028827], [""50"", 32, 14, 0.4375, 0.08437100893997446]]"
104,260300_ECHO,q23_2026_Lr13r14,brand_funnel_ad,,9,28.8533,"[[""9"", 68, 50, 0.7352941176470589, 0.38216512658703333], [""8"", 76, 52, 0.6842105263157895, 0.33108153525576395], [""__MISSING__"", 1275, 373, 0.29254901960784313, -0.06057997145218241], [""10"", 77, 45, 0.5844155844155844, 0.23128659335555884], [""6"", 22, 12, 0.5454545454545454, 0.19232555439451987], [""7"", 40, 19, 0.475, 0.12187100893997443]]"
105,260300_ECHO,q3r2,demographic_profile,,17,28.8227,"[[""0"", 85, 68, 0.8, 0.4468710089399745], [""25"", 46, 28, 0.6086956521739131, 0.25556666111388754], [""__MISSING__"", 1316, 402, 0.30547112462006076, -0.04765786643996478], [""10"", 18, 10, 0.5555555555555556, 0.20242656449553004], [""20"", 37, 16, 0.43243243243243246, 0.07930344137240691], [""30"", 30, 12, 0.4, 0.04687100893997448]]"
106,260300_ECHO,q19_2026r3,brand_funnel_ad,,41,28.6764,"[[""__MISSING__"", 778, 192, 0.2467866323907455, -0.10634235866928005], [""0"", 261, 118, 0.4521072796934866, 0.09897828863346103], [""5"", 105, 51, 0.4857142857142857, 0.13258529465426017], [""9"", 9, 7, 0.7777777777777778, 0.42464878671775225], [""10"", 140, 63, 0.45, 0.09687100893997447], [""35"", 8, 6, 0.75, 0.39687100893997446]]"
107,260306_TFG-Contractor-Index-Q2,q34,matrix_attributes,By how much do you expect your company’s revenue to [pipe: q33 lower] over the next 12 months?,8,28.5959,"[[""4"", 195, 117, 0.6, 0.24010743061772605], [""__MISSING__"", 301, 64, 0.21262458471760798, -0.14726798466466595], [""5"", 80, 51, 0.6375, 0.277607430617726], [""2"", 233, 61, 0.26180257510729615, -0.09808999427497778], [""1"", 45, 10, 0.2222222222222222, -0.13767034716005172], [""6"", 19, 3, 0.15789473684210525, -0.20199783254016868]]"
108,260300_ECHO,q23_2026_Lr13r15,brand_funnel_ad,,10,28.5431,"[[""9"", 81, 56, 0.691358024691358, 0.33822903363133244], [""8"", 78, 52, 0.6666666666666666, 0.3135376756066411], [""__MISSING__"", 1275, 373, 0.29254901960784313, -0.06057997145218241], [""10"", 81, 45, 0.5555555555555556, 0.20242656449553004], [""7"", 31, 20, 0.6451612903225806, 0.2920322992625551], [""6"", 8, 2, 0.25, -0.10312899106002554]]"
109,260300_ECHO,q39_2026,demographic_profile,Which of the following best describes the area in which you live?,4,28.5289,"[[""__MISSING__"", 250, 151, 0.604, 0.25087100893997444], [""1"", 288, 54, 0.1875, -0.16562899106002554], [""2"", 513, 139, 0.2709551656920078, -0.08217382536801776], [""3"", 515, 209, 0.4058252427184466, 0.05269625165842107]]"
110,260206_OC-BH,q90r3,demographic_profile,,135,28.4734,"[[""__MISSING__"", 1967, 326, 0.16573462125063548, -0.007555582076536421], [""Trex"", 10, 2, 0.2, 0.026709796672828107]]"
111,260300_ECHO,q23_2026_Lr13r6,brand_funnel_ad,,9,28.4373,"[[""9"", 83, 56, 0.6746987951807228, 0.3215698041206973], [""8"", 68, 43, 0.6323529411764706, 0.279223950116445], [""__MISSING__"", 1275, 373, 0.29254901960784313, -0.06057997145218241], [""10"", 82, 48, 0.5853658536585366, 0.232236862598511], [""6"", 15, 12, 0.8, 0.4468710089399745], [""7"", 30, 18, 0.6, 0.24687100893997443]]"
112,260300_ECHO,q17r4,brand_funnel_ad,,122,28.1833,"[[""Toro"", 25, 3, 0.12, -0.23312899106002555], [""__MISSING__"", 1295, 491, 0.37915057915057915, 0.026021588090553605], [""Stihl"", 12, 1, 0.08333333333333333, -0.26979565772669223], [""John Deere"", 9, 1, 0.1111111111111111, -0.24201787994891444], [""Craftsman"", 16, 3, 0.1875, -0.16562899106002554], [""Dewalt"", 8, 1, 0.125, -0.22812899106002554]]"
113,260300_ECHO,q23_2026_Lr13r12,brand_funnel_ad,,10,28.06,"[[""9"", 85, 59, 0.6941176470588235, 0.34098865599879796], [""8"", 58, 40, 0.6896551724137931, 0.3365261813537676], [""10"", 80, 48, 0.6, 0.24687100893997443], [""__MISSING__"", 1275, 373, 0.29254901960784313, -0.06057997145218241], [""7"", 39, 21, 0.5384615384615384, 0.1853325474015129], [""6"", 11, 6, 0.5454545454545454, 0.19232555439451987]]"
114,260300_ECHO,q19_2026r9,brand_funnel_ad,,49,28.0485,"[[""__MISSING__"", 492, 123, 0.25, -0.10312899106002554], [""5"", 107, 55, 0.514018691588785, 0.16088970052875945], [""8"", 12, 9, 0.75, 0.39687100893997446], [""7"", 12, 9, 0.75, 0.39687100893997446], [""50"", 29, 4, 0.13793103448275862, -0.21519795657726692], [""0"", 322, 134, 0.4161490683229814, 0.06302007726295583]]"
115,251205_TFG-Contractor-Index-Q1,q43dr1,demographic_profile,,47,27.9662,"[[""23"", 5, 5, 1.0, 0.8895216400911161], [""0"", 246, 11, 0.044715447154471545, -0.06576291275441229], [""25"", 50, 0, 0.0, -0.11047835990888383], [""70"", 13, 4, 0.3076923076923077, 0.19721394778342388], [""60"", 14, 4, 0.2857142857142857, 0.17523592580540187], [""5"", 58, 2, 0.034482758620689655, -0.07599560128819417]]"
116,260300_ECHO,q23_2026_Lr13r9,brand_funnel_ad,,9,27.5957,"[[""8"", 73, 51, 0.6986301369863014, 0.34550114592627584], [""9"", 73, 49, 0.6712328767123288, 0.31810388565230324], [""__MISSING__"", 1275, 373, 0.29254901960784313, -0.06057997145218241], [""10"", 73, 43, 0.589041095890411, 0.23591210483038544], [""7"", 41, 24, 0.5853658536585366, 0.232236862598511], [""6"", 16, 8, 0.5, 0.14687100893997446]]"
117,260300_ECHO,q23_2026_Lr13r7,brand_funnel_ad,,10,27.5564,"[[""8"", 69, 47, 0.6811594202898551, 0.32803042922982956], [""9"", 82, 50, 0.6097560975609756, 0.25662710650095005], [""10"", 80, 48, 0.6, 0.24687100893997443], [""__MISSING__"", 1275, 373, 0.29254901960784313, -0.06057997145218241], [""7"", 33, 23, 0.696969696969697, 0.3438407059096715], [""6"", 20, 9, 0.45, 0.09687100893997447]]"
118,260401_-OC-CAN,SUPNAME,fielding_technical,Captured variable,18,27.5449,"[[""QuestSampling-API"", 52, 41, 0.7884615384615384, 0.40488145770783723], [""__MISSING__"", 311, 160, 0.5144694533762058, 0.13088937262250455], [""PrimeInsightsGroupLLC-API"", 165, 34, 0.20606060606060606, -0.17751947469309515], [""MakeOpinionGmbH-API"", 61, 12, 0.19672131147540983, -0.18685876927829137], [""Attapoll"", 59, 12, 0.2033898305084746, -0.1801902502452266], [""TapResearch"", 26, 5, 0.19230769230769232, -0.19127238844600888]]"
