rank,field,family,question,unique_values,score,max_abs_lift,top_values_json
503,q23_2026_Lr3r10,brand_funnel,,10,1.702,0.1098,"[[""7"", 54, 25, 0.46296296296296297, 0.10983397190293742], [""__MISSING__"", 1228, 423, 0.34446254071661236, -0.008666450343413179], [""10"", 94, 36, 0.3829787234042553, 0.029849732344229774], [""6"", 22, 9, 0.4090909090909091, 0.05596191803088357], [""9"", 63, 23, 0.36507936507936506, 0.011950374019339516]]"
504,q23_2026_Lr9r1,brand_funnel,,11,1.7002,0.1107,"[[""9"", 33, 8, 0.24242424242424243, -0.11070474863578311], [""7"", 36, 10, 0.2777777777777778, -0.07535121328224775], [""6"", 21, 6, 0.2857142857142857, -0.06741470534573984], [""__MISSING__"", 1400, 505, 0.3607142857142857, 0.007585294654260166], [""10"", 23, 9, 0.391304347826087, 0.03817535676606143]]"
505,q26r8,other,,2,1.6935,0.0674,"[[""1"", 301, 86, 0.2857142857142857, -0.06741470534573984], [""0"", 1265, 467, 0.3691699604743083, 0.016040969414282735]]"
506,q23_2026_Lr11r6,brand_funnel,,7,1.6796,0.2719,"[[""7"", 8, 5, 0.625, 0.27187100893997446], [""9"", 21, 9, 0.42857142857142855, 0.075442437511403], [""__MISSING__"", 1495, 522, 0.3491638795986622, -0.003965111461363358], [""10"", 21, 8, 0.38095238095238093, 0.027823389892355388], [""8"", 15, 5, 0.3333333333333333, -0.01979565772669223]]"
507,q26r17,other,,2,1.6708,0.2226,"[[""1"", 33, 19, 0.5757575757575758, 0.22262858469755026], [""0"", 1533, 534, 0.34833659491193736, -0.004792396148088185]]"
508,q23_2026_Lr5r3,brand_funnel,,7,1.6658,0.2103,"[[""9"", 14, 2, 0.14285714285714285, -0.2102718482028827], [""10"", 12, 2, 0.16666666666666666, -0.18646232439335889], [""8"", 20, 5, 0.25, -0.10312899106002554], [""__MISSING__"", 1499, 538, 0.3589059372915277, 0.005776946231502156], [""7"", 14, 5, 0.35714285714285715, 0.0040138660828316075]]"
509,q23_2026_Lr9r7,brand_funnel,,8,1.6427,0.1178,"[[""9"", 34, 8, 0.23529411764705882, -0.11783487341296672], [""10"", 50, 13, 0.26, -0.09312899106002553], [""6"", 8, 2, 0.25, -0.10312899106002554], [""__MISSING__"", 1400, 505, 0.3607142857142857, 0.007585294654260166], [""8"", 45, 15, 0.3333333333333333, -0.01979565772669223]]"
510,q40_2026r6oe,demographic_profile,What is your current employment status? - Other (please specify),10,1.6347,0.003,"[[""__MISSING__"", 1553, 553, 0.356084996780425, 0.002956005720399446]]"
511,q23_2026_Lr11r10,brand_funnel,,7,1.6301,0.2832,"[[""7"", 11, 7, 0.6363636363636364, 0.2832346453036108], [""9"", 18, 9, 0.5, 0.14687100893997446], [""10"", 13, 3, 0.23076923076923078, -0.12235976029079476], [""8"", 24, 10, 0.4166666666666667, 0.06353767560664114], [""__MISSING__"", 1495, 522, 0.3491638795986622, -0.003965111461363358]]"
512,q23_2026_Lr5r9,brand_funnel,,8,1.6284,0.242,"[[""8"", 17, 3, 0.17647058823529413, -0.17665840282473141], [""10"", 9, 1, 0.1111111111111111, -0.24201787994891444], [""9"", 18, 4, 0.2222222222222222, -0.13090676883780333], [""6"", 8, 2, 0.25, -0.10312899106002554], [""__MISSING__"", 1499, 538, 0.3589059372915277, 0.005776946231502156]]"
513,q24_2026_Lr14,brand_funnel,How likely are you to recommend Shindaiwa to ?,6,1.6109,0.0022,"[[""__MISSING__"", 1556, 546, 0.3508997429305913, -0.002229248129434258]]"
514,q24r17,other,,2,1.6094,0.058,"[[""1"", 366, 108, 0.29508196721311475, -0.058047023846910795], [""0"", 1200, 445, 0.37083333333333335, 0.017704342273307805]]"
515,q11br8c2,equipment_ownership_use,,2,1.6086,0.0439,"[[""1"", 544, 216, 0.39705882352941174, 0.0439298324693862], [""0"", 1022, 337, 0.32974559686888455, -0.023383394191140994]]"
516,q11ar7c1,equipment_ownership_use,,2,1.5993,0.0423,"[[""1"", 569, 225, 0.3954305799648506, 0.04230158890482505], [""0"", 997, 328, 0.32898696088264795, -0.024142030177377594]]"
517,q24_2026_Lr3,brand_funnel,How likely are you to recommend ECHO to ?,10,1.5937,0.1156,"[[""9"", 64, 30, 0.46875, 0.11562100893997446], [""8"", 116, 46, 0.39655172413793105, 0.043422733077905507], [""__MISSING__"", 1228, 423, 0.34446254071661236, -0.008666450343413179], [""5"", 8, 2, 0.25, -0.10312899106002554], [""6"", 16, 5, 0.3125, -0.04062899106002554]]"
518,q23_2026_Lr9r11,brand_funnel,,7,1.5791,0.1246,"[[""10"", 56, 14, 0.25, -0.10312899106002554], [""9"", 35, 8, 0.22857142857142856, -0.12455756248859698], [""__MISSING__"", 1400, 505, 0.3607142857142857, 0.007585294654260166], [""8"", 44, 16, 0.36363636363636365, 0.010507372576338103], [""7"", 22, 8, 0.36363636363636365, 0.010507372576338103]]"
519,q20r2,brand_funnel,,3,1.5755,0.0701,"[[""1"", 265, 75, 0.2830188679245283, -0.07011012313549725], [""__MISSING__"", 1091, 402, 0.3684692942254812, 0.015340303165455649], [""0"", 210, 76, 0.3619047619047619, 0.008775770844736352]]"
520,q23_2026_Lr9r8,brand_funnel,,8,1.572,0.1438,"[[""9"", 43, 9, 0.20930232558139536, -0.14382666547863018], [""10"", 52, 14, 0.2692307692307692, -0.08389822182925633], [""__MISSING__"", 1400, 505, 0.3607142857142857, 0.007585294654260166], [""7"", 23, 9, 0.391304347826087, 0.03817535676606143], [""8"", 37, 12, 0.32432432432432434, -0.0288046667357012]]"
521,q23r4,other,,2,1.5656,0.0536,"[[""1"", 404, 121, 0.2995049504950495, -0.05362404056497605], [""0"", 1162, 432, 0.3717728055077453, 0.01864381444771973]]"
522,q23_2026_Lr10r13,brand_funnel,,9,1.5579,0.1531,"[[""6"", 15, 3, 0.2, -0.15312899106002553], [""7"", 34, 9, 0.2647058823529412, -0.08842310870708436], [""9"", 93, 35, 0.3763440860215054, 0.023215094961479832], [""8"", 72, 24, 0.3333333333333333, -0.01979565772669223], [""5"", 13, 5, 0.38461538461538464, 0.03148639355535909]]"
523,q23_2026_Lr3r13,brand_funnel,,10,1.548,0.1084,"[[""9"", 81, 34, 0.41975308641975306, 0.06662409535972752], [""7"", 50, 21, 0.42, 0.06687100893997444], [""6"", 13, 6, 0.46153846153846156, 0.10840947047843602], [""5"", 12, 3, 0.25, -0.10312899106002554], [""8"", 101, 39, 0.38613861386138615, 0.033009622801360605]]"
524,q10r1,other,,3,1.5433,0.0396,"[[""1"", 592, 232, 0.3918918918918919, 0.03876290083186634], [""3"", 303, 95, 0.31353135313531355, -0.03959763792471199], [""2"", 671, 226, 0.33681073025335323, -0.016318260806672313]]"
525,q23_2026_Lr10r1,brand_funnel,,11,1.5419,0.1404,"[[""7"", 47, 10, 0.2127659574468085, -0.14036303361321703], [""10"", 65, 27, 0.4153846153846154, 0.062255624324589864], [""5"", 36, 11, 0.3055555555555556, -0.04757343550446996], [""9"", 49, 19, 0.3877551020408163, 0.03462611098079077], [""__MISSING__"", 1225, 436, 0.35591836734693877, 0.0027893762869132255]]"
526,q10r7,other,,3,1.5396,0.0736,"[[""2"", 239, 102, 0.42677824267782427, 0.07364925161779873], [""1"", 1248, 425, 0.3405448717948718, -0.012584119265153737], [""3"", 79, 26, 0.3291139240506329, -0.024015067009392654]]"
527,q23_2026_Lr11r9,brand_funnel,,7,1.5282,0.1923,"[[""8"", 15, 8, 0.5333333333333333, 0.18020434227330778], [""7"", 11, 6, 0.5454545454545454, 0.19232555439451987], [""10"", 18, 8, 0.4444444444444444, 0.09131545338441888], [""9"", 20, 8, 0.4, 0.04687100893997448], [""__MISSING__"", 1495, 522, 0.3491638795986622, -0.003965111461363358]]"
528,q26r13,other,,2,1.5263,0.1551,"[[""1"", 61, 31, 0.5081967213114754, 0.15506773025144988], [""0"", 1505, 522, 0.346843853820598, -0.0062851372394275296]]"
529,q24r11,other,,2,1.5232,0.0419,"[[""1"", 559, 174, 0.3112701252236136, -0.04185886583641196], [""0"", 1007, 379, 0.37636544190665344, 0.0232364508466279]]"
530,q23_2026_Lr17r14,brand_funnel,,7,1.515,0.3469,"[[""10"", 10, 7, 0.7, 0.3468710089399744], [""__MISSING__"", 1538, 539, 0.3504551365409623, -0.002673854519063268]]"
531,q23_2026_Lr2r7,brand_funnel,,9,1.5089,0.1031,"[[""10"", 60, 16, 0.26666666666666666, -0.08646232439335888], [""7"", 27, 7, 0.25925925925925924, -0.0938697318007663], [""__MISSING__"", 1376, 499, 0.3626453488372093, 0.009516357777183737], [""5"", 8, 2, 0.25, -0.10312899106002554], [""8"", 45, 14, 0.3111111111111111, -0.04201787994891443]]"
532,q14r6,channel_supplier,,2,1.4944,0.2377,"[[""1"", 26, 3, 0.11538461538461539, -0.23774437567541015], [""0"", 1540, 550, 0.35714285714285715, 0.0040138660828316075]]"
533,TERMFLAGS,fielding_technical,,2,1.4888,0.3135,"[[""1"", 15, 10, 0.6666666666666666, 0.3135376756066411], [""0"", 1551, 543, 0.35009671179883944, -0.0030322792611860994]]"
534,q23_2026_Lr3r9,brand_funnel,,10,1.4859,0.0828,"[[""8"", 78, 34, 0.4358974358974359, 0.08276844483741036], [""10"", 83, 33, 0.39759036144578314, 0.04446137038575759], [""__MISSING__"", 1228, 423, 0.34446254071661236, -0.008666450343413179], [""5"", 11, 3, 0.2727272727272727, -0.08040171833275284], [""6"", 23, 9, 0.391304347826087, 0.03817535676606143]]"
535,q23r20,other,,2,1.4751,0.1341,"[[""1"", 78, 38, 0.48717948717948717, 0.13405049611946163], [""0"", 1488, 515, 0.34610215053763443, -0.007026840522391109]]"
536,q31_2026r13oe,switching_loyalty,"If you have switched brands in the past, what were the reasons for doing so? - Other (please specify)",8,1.4605,0.0003,"[[""__MISSING__"", 1559, 551, 0.3534316869788326, 0.00030269591880704994]]"
537,q23_2026_Lr9r10,brand_funnel,,8,1.4565,0.1469,"[[""10"", 45, 11, 0.24444444444444444, -0.1086845466155811], [""9"", 41, 11, 0.2682926829268293, -0.08483630813319626], [""8"", 45, 13, 0.28888888888888886, -0.06424010217113668], [""6"", 8, 4, 0.5, 0.14687100893997446], [""__MISSING__"", 1400, 505, 0.3607142857142857, 0.007585294654260166]]"
538,q23_2026_Lr14r9,brand_funnel,,4,1.4443,0.0022,"[[""__MISSING__"", 1556, 546, 0.3508997429305913, -0.002229248129434258]]"
539,q23_2026_Lr6r15,brand_funnel,,10,1.4443,0.1923,"[[""6"", 11, 6, 0.5454545454545454, 0.19232555439451987], [""7"", 32, 8, 0.25, -0.10312899106002554], [""10"", 97, 30, 0.30927835051546393, -0.043850640544561614], [""8"", 82, 26, 0.3170731707317073, -0.03605582032831822], [""__MISSING__"", 1254, 451, 0.35964912280701755, 0.006520131746992008]]"
540,q23_2026_Lr6r11,brand_funnel,,10,1.443,0.0754,"[[""10"", 90, 25, 0.2777777777777778, -0.07535121328224775], [""7"", 52, 16, 0.3076923076923077, -0.045436683367717834], [""__MISSING__"", 1254, 451, 0.35964912280701755, 0.006520131746992008], [""6"", 15, 6, 0.4, 0.04687100893997448], [""8"", 68, 23, 0.3382352941176471, -0.014893696942378465]]"
541,q23_2026_Lr10r14,brand_funnel,,9,1.4366,0.0993,"[[""7"", 42, 19, 0.4523809523809524, 0.09925196132092684], [""8"", 73, 21, 0.2876712328767123, -0.06545775818331323], [""9"", 83, 27, 0.3253012048192771, -0.027827786240748442], [""6"", 20, 6, 0.3, -0.053128991060025554], [""__MISSING__"", 1225, 436, 0.35591836734693877, 0.0027893762869132255]]"
542,q23_2026_Lr17r10,brand_funnel,,7,1.4305,0.2719,"[[""10"", 8, 5, 0.625, 0.27187100893997446], [""__MISSING__"", 1538, 539, 0.3504551365409623, -0.002673854519063268]]"
543,q23_2026_Lr3r7,brand_funnel,,9,1.4261,0.1175,"[[""9"", 85, 40, 0.47058823529411764, 0.1174592442340921], [""__MISSING__"", 1228, 423, 0.34446254071661236, -0.008666450343413179], [""7"", 47, 18, 0.3829787234042553, 0.029849732344229774], [""8"", 86, 29, 0.3372093023255814, -0.01591968873444416], [""5"", 16, 6, 0.375, 0.021871008939974457]]"
544,q16_2026r13,brand_funnel,,2,1.4198,0.0463,"[[""1"", 466, 143, 0.30686695278969955, -0.04626203827032599], [""0"", 1100, 410, 0.37272727272727274, 0.019598281667247197]]"
545,conditionsWest,fielding_technical,,2,1.4178,0.0585,"[[""1"", 328, 135, 0.4115853658536585, 0.05845637479363297], [""0"", 1238, 418, 0.3376413570274637, -0.01548763403256187]]"
546,q23_2026_Lr9r15,brand_funnel,,8,1.4066,0.1357,"[[""7"", 23, 5, 0.21739130434782608, -0.13573768671219946], [""10"", 47, 13, 0.2765957446808511, -0.07653324637917447], [""8"", 36, 10, 0.2777777777777778, -0.07535121328224775], [""__MISSING__"", 1400, 505, 0.3607142857142857, 0.007585294654260166], [""9"", 50, 17, 0.34, -0.013128991060025519]]"
547,q23_2026_Lr10r12,brand_funnel,,10,1.4036,0.0865,"[[""6"", 30, 8, 0.26666666666666666, -0.08646232439335888], [""8"", 88, 27, 0.3068181818181818, -0.04631080924184372], [""9"", 81, 32, 0.3950617283950617, 0.04193273733503616], [""10"", 85, 28, 0.32941176470588235, -0.023717226354143195], [""7"", 34, 13, 0.38235294117647056, 0.02922395011644502]]"
548,q20r8,brand_funnel,,3,1.4004,0.0592,"[[""1"", 279, 82, 0.2939068100358423, -0.05922218102418325], [""0"", 266, 104, 0.39097744360902253, 0.03784845254899699], [""__MISSING__"", 1021, 367, 0.3594515181194907, 0.006322527059465177]]"
549,q23_2026_Lr2r6,brand_funnel,,8,1.3654,0.2281,"[[""6"", 8, 1, 0.125, -0.22812899106002554], [""8"", 41, 11, 0.2682926829268293, -0.08483630813319626], [""10"", 74, 22, 0.2972972972972973, -0.05583169376272823], [""9"", 44, 13, 0.29545454545454547, -0.057674445605480074], [""__MISSING__"", 1376, 499, 0.3626453488372093, 0.009516357777183737]]"
550,q11br9c1,equipment_ownership_use,,2,1.3417,0.0374,"[[""0"", 594, 232, 0.39057239057239057, 0.03744339951236503], [""1"", 972, 321, 0.33024691358024694, -0.022882077479778606]]"
551,q23_2026_Lr14r13,brand_funnel,,5,1.3109,0.0022,"[[""__MISSING__"", 1556, 546, 0.3508997429305913, -0.002229248129434258]]"
552,q23_2026_Lr11r8,brand_funnel,,7,1.3063,0.2623,"[[""7"", 13, 8, 0.6153846153846154, 0.2622556243245899], [""8"", 20, 8, 0.4, 0.04687100893997448], [""10"", 20, 8, 0.4, 0.04687100893997448], [""__MISSING__"", 1495, 522, 0.3491638795986622, -0.003965111461363358], [""9"", 9, 3, 0.3333333333333333, -0.01979565772669223]]"
553,q23_2026_Lr10r6,brand_funnel,,9,1.2946,0.2024,"[[""7"", 35, 8, 0.22857142857142856, -0.12455756248859698], [""5"", 9, 5, 0.5555555555555556, 0.20242656449553004], [""10"", 116, 38, 0.3275862068965517, -0.02554278416347383], [""8"", 78, 29, 0.3717948717948718, 0.018665880734846263], [""9"", 79, 29, 0.3670886075949367, 0.013959616534911179]]"
554,q23_2026_Lr11r11,brand_funnel,,7,1.293,0.1231,"[[""8"", 21, 10, 0.47619047619047616, 0.12306148513045062], [""10"", 19, 8, 0.42105263157894735, 0.0679236405189218], [""__MISSING__"", 1495, 522, 0.3491638795986622, -0.003965111461363358], [""9"", 13, 5, 0.38461538461538464, 0.03148639355535909], [""7"", 13, 5, 0.38461538461538464, 0.03148639355535909]]"
555,q23_2026_Lr11r14,brand_funnel,,7,1.2851,0.1923,"[[""8"", 11, 6, 0.5454545454545454, 0.19232555439451987], [""9"", 15, 7, 0.4666666666666667, 0.11353767560664113], [""6"", 8, 4, 0.5, 0.14687100893997446], [""10"", 20, 8, 0.4, 0.04687100893997448], [""7"", 16, 5, 0.3125, -0.04062899106002554]]"
556,q11br6c4,equipment_ownership_use,,2,1.232,0.0739,"[[""1"", 197, 55, 0.27918781725888325, -0.07394117380114229], [""0"", 1369, 498, 0.36376917457998537, 0.010640183519959823]]"
557,q20r4,brand_funnel,,3,1.2279,0.0553,"[[""0"", 319, 95, 0.29780564263322884, -0.055323348426796704], [""__MISSING__"", 1009, 370, 0.3666997026759167, 0.013570711615891184], [""1"", 238, 88, 0.3697478991596639, 0.01661890809963834]]"
558,q11br8c3,equipment_ownership_use,,2,1.2256,0.0701,"[[""1"", 215, 91, 0.4232558139534884, 0.07012682289346284], [""0"", 1351, 462, 0.34196891191709844, -0.011160079142927104]]"
559,q23r22,other,,2,1.2227,0.0949,"[[""1"", 125, 56, 0.448, 0.09487100893997447], [""0"", 1441, 497, 0.34489937543372656, -0.00822961562629898]]"
560,q11ar6c1,equipment_ownership_use,,2,1.2017,0.0345,"[[""1"", 614, 238, 0.38762214983713356, 0.03449315877710801], [""0"", 952, 315, 0.33088235294117646, -0.022246638118849082]]"
561,q21d_2026r14,channel_supplier,,2,1.2001,0.0469,"[[""14"", 405, 162, 0.4, 0.04687100893997448], [""0"", 1161, 391, 0.3367786391042205, -0.01635035195580503]]"
562,q23_2026_Lr17r5,brand_funnel,,7,1.1844,0.2719,"[[""10"", 8, 5, 0.625, 0.27187100893997446], [""9"", 9, 5, 0.5555555555555556, 0.20242656449553004], [""__MISSING__"", 1538, 539, 0.3504551365409623, -0.002673854519063268]]"
563,q14r3,channel_supplier,,2,1.184,0.0591,"[[""1"", 279, 115, 0.4121863799283154, 0.05905738886828987], [""0"", 1287, 438, 0.34032634032634035, -0.012802650733685195]]"
564,q23_2026_Lr6r2,brand_funnel,,10,1.1561,0.1224,"[[""6"", 39, 9, 0.23076923076923078, -0.12235976029079476], [""5"", 19, 5, 0.2631578947368421, -0.08997109632318345], [""10"", 65, 21, 0.3230769230769231, -0.03005206798310245], [""__MISSING__"", 1254, 451, 0.35964912280701755, 0.006520131746992008], [""9"", 55, 20, 0.36363636363636365, 0.010507372576338103]]"
565,q23_2026_Lr11r4,brand_funnel,,7,1.1556,0.1469,"[[""10"", 16, 8, 0.5, 0.14687100893997446], [""7"", 10, 5, 0.5, 0.14687100893997446], [""8"", 19, 8, 0.42105263157894735, 0.0679236405189218], [""9"", 17, 5, 0.29411764705882354, -0.059011344001202004], [""__MISSING__"", 1495, 522, 0.3491638795986622, -0.003965111461363358]]"
566,POSSIBLEBRANDSr8,brand_funnel,,3,1.1461,0.1388,"[[""__MISSING__"", 28, 6, 0.21428571428571427, -0.13884327677431127], [""0"", 832, 311, 0.3737980769230769, 0.020669085863051384], [""1"", 706, 236, 0.3342776203966006, -0.01885137066342496]]"
567,q23r21,other,,2,1.1426,0.0913,"[[""1"", 126, 56, 0.4444444444444444, 0.09131545338441888], [""0"", 1440, 497, 0.3451388888888889, -0.00799010217113666]]"
568,q11ar14c3,equipment_ownership_use,,2,1.1375,0.0831,"[[""1"", 149, 65, 0.436241610738255, 0.08311261967822947], [""0"", 1417, 488, 0.34438955539872973, -0.008739435661295814]]"
569,q11ar12c3,equipment_ownership_use,,2,1.12,0.0724,"[[""1"", 188, 80, 0.425531914893617, 0.07240292383359148], [""0"", 1378, 473, 0.3432510885341074, -0.009877902525918136]]"
570,q23r16,other,,2,1.1129,0.0816,"[[""1"", 151, 41, 0.271523178807947, -0.08160581225207852], [""0"", 1415, 512, 0.3618374558303887, 0.008708464770363133]]"
571,q11ar6c3,equipment_ownership_use,,2,1.1128,0.0679,"[[""1"", 209, 88, 0.42105263157894735, 0.0679236405189218], [""0"", 1357, 465, 0.3426676492262343, -0.010461341833791216]]"
572,conditionsMidwest,fielding_technical,,2,1.1047,0.0475,"[[""1"", 373, 114, 0.30563002680965146, -0.04749896425037409], [""0"", 1193, 439, 0.36797988264878456, 0.014850891588759019]]"
573,q24r1,other,,2,1.1033,0.0363,"[[""1"", 546, 173, 0.31684981684981683, -0.03627917421020871], [""0"", 1020, 380, 0.37254901960784315, 0.019420028547817603]]"
574,q26r9,other,,2,1.0857,0.0519,"[[""1"", 321, 130, 0.40498442367601245, 0.05185543261598691], [""0"", 1245, 423, 0.3397590361445783, -0.013369954915447235]]"
575,q21b_2026r7,channel_supplier,,2,1.0787,0.0561,"[[""1"", 281, 115, 0.4092526690391459, 0.05612367797912038], [""0"", 1285, 438, 0.3408560311284047, -0.012272959931620864]]"
576,q21d_2026r8,channel_supplier,,2,1.0776,0.0412,"[[""8"", 452, 141, 0.31194690265486724, -0.0411820884051583], [""0"", 1114, 412, 0.36983842010771995, 0.016709429047694402]]"
577,q23_2026_Lr3r15,brand_funnel,,8,1.0535,0.0711,"[[""9"", 99, 42, 0.42424242424242425, 0.07111343318239871], [""__MISSING__"", 1228, 423, 0.34446254071661236, -0.008666450343413179], [""10"", 83, 32, 0.3855421686746988, 0.03241317761467327], [""6"", 13, 4, 0.3076923076923077, -0.045436683367717834], [""7"", 52, 19, 0.36538461538461536, 0.01225562432458982]]"
578,q23_2026_Lr9r12,brand_funnel,,9,1.0514,0.1309,"[[""8"", 43, 12, 0.27906976744186046, -0.07405922361816508], [""6"", 9, 2, 0.2222222222222222, -0.13090676883780333], [""5"", 12, 3, 0.25, -0.10312899106002554], [""7"", 24, 7, 0.2916666666666667, -0.06146232439335886], [""10"", 36, 11, 0.3055555555555556, -0.04757343550446996]]"
579,q11br13c2,equipment_ownership_use,,2,1.044,0.0269,"[[""0"", 751, 245, 0.3262316910785619, -0.026897299981463618], [""1"", 815, 308, 0.37791411042944784, 0.024785119369422293]]"
580,q24r14,other,,2,1.0359,0.0406,"[[""1"", 448, 140, 0.3125, -0.04062899106002554], [""0"", 1118, 413, 0.3694096601073345, 0.01628066904730896]]"
581,conditionsHD_or_OPE_dealers,fielding_technical,,2,1.0068,0.0453,"[[""0"", 374, 149, 0.3983957219251337, 0.04526673086510813], [""1"", 1192, 404, 0.3389261744966443, -0.014202816563381238]]"
582,q1r1,other,,2,1.0017,0.0014,"[[""0"", 1561, 549, 0.35169762972453555, -0.001431361335489989]]"
583,q23_2026_Lr11r2,brand_funnel,,7,0.9975,0.2094,"[[""10"", 16, 9, 0.5625, 0.20937100893997446], [""7"", 19, 8, 0.42105263157894735, 0.0679236405189218], [""8"", 12, 5, 0.4166666666666667, 0.06353767560664114], [""__MISSING__"", 1495, 522, 0.3491638795986622, -0.003965111461363358], [""9"", 18, 6, 0.3333333333333333, -0.01979565772669223]]"
584,q23r11,other,,2,0.9646,0.0488,"[[""1"", 322, 98, 0.30434782608695654, -0.048781164973069], [""0"", 1244, 455, 0.3657556270096463, 0.012626635949620768]]"
585,q21r6,channel_supplier,,4,0.9641,0.1064,"[[""1"", 77, 19, 0.24675324675324675, -0.10637574430677879], [""__MISSING__"", 1294, 465, 0.35935085007727974, 0.006221859017254194], [""3"", 64, 24, 0.375, 0.021871008939974457], [""2"", 131, 45, 0.3435114503816794, -0.009617540678346137]]"
586,q23r2,other,,2,0.963,0.0496,"[[""1"", 313, 95, 0.3035143769968051, -0.04961461406322043], [""0"", 1253, 458, 0.3655227454110136, 0.012393754350988051]]"
587,q21b_2026r3,channel_supplier,,2,0.9478,0.0517,"[[""1"", 289, 117, 0.40484429065743943, 0.05171529959741389], [""0"", 1277, 436, 0.341425215348473, -0.011703775711552566]]"
588,q11br6c3,equipment_ownership_use,,2,0.9294,0.0527,"[[""1"", 276, 112, 0.4057971014492754, 0.052668110389249845], [""0"", 1290, 441, 0.34186046511627904, -0.011268525943746499]]"
589,q23_2026_Lr10r7,brand_funnel,,8,0.9214,0.0674,"[[""7"", 49, 14, 0.2857142857142857, -0.06741470534573984], [""10"", 103, 33, 0.32038834951456313, -0.03274064154546241], [""8"", 73, 28, 0.3835616438356164, 0.030432652775590874], [""6"", 23, 7, 0.30434782608695654, -0.048781164973069], [""9"", 83, 31, 0.37349397590361444, 0.020364984843588896]]"
590,q24r18oe,other,What information do you typically look for when researching outdoor power equipment? - Other (please specify),6,0.9176,0.0005,"[[""__MISSING__"", 1561, 552, 0.35361947469570787, 0.0004904836356823261]]"
591,q24r7,other,,2,0.9143,0.0322,"[[""1"", 564, 181, 0.32092198581560283, -0.032207005244422715], [""0"", 1002, 372, 0.3712574850299401, 0.01812849396991456]]"
592,q20r14,brand_funnel,,3,0.8979,0.0733,"[[""1"", 136, 58, 0.4264705882352941, 0.07334159717526856], [""__MISSING__"", 1146, 392, 0.34205933682373474, -0.011069654236290805], [""0"", 284, 103, 0.3626760563380282, 0.009547065278002642]]"
593,q11ar12c1,equipment_ownership_use,,2,0.8977,0.0451,"[[""1"", 344, 137, 0.39825581395348836, 0.045126822893462815], [""0"", 1222, 416, 0.3404255319148936, -0.012703459145131935]]"
594,q23_2026_Lr10r15,brand_funnel,,8,0.8743,0.0692,"[[""8"", 81, 23, 0.2839506172839506, -0.06917837377607494], [""9"", 88, 36, 0.4090909090909091, 0.05596191803088357], [""10"", 113, 38, 0.336283185840708, -0.016845805219317556], [""5"", 10, 3, 0.3, -0.053128991060025554], [""6"", 13, 5, 0.38461538461538464, 0.03148639355535909]]"
595,q19r7,other,,3,0.8667,0.039,"[[""0"", 408, 160, 0.39215686274509803, 0.03902787168507249], [""1"", 281, 93, 0.3309608540925267, -0.022168136967498864], [""__MISSING__"", 877, 300, 0.34207525655644244, -0.011053734503583101]]"
596,q11br14c1,equipment_ownership_use,,2,0.8586,0.0391,"[[""1"", 413, 162, 0.3922518159806295, 0.03912282492060398], [""0"", 1153, 391, 0.3391153512575889, -0.01401363980243664]]"
597,q21r7,channel_supplier,,4,0.8418,0.0531,"[[""1"", 149, 45, 0.30201342281879195, -0.05111556824123359], [""2"", 110, 33, 0.3, -0.053128991060025554], [""__MISSING__"", 1204, 437, 0.36295681063122925, 0.00982781957120371], [""3"", 103, 38, 0.36893203883495146, 0.015803047774925916]]"
598,q11br1c3,equipment_ownership_use,,2,0.8167,0.0515,"[[""1"", 257, 104, 0.4046692607003891, 0.05154026964036357], [""0"", 1309, 449, 0.3430099312452254, -0.010119059814800158]]"
599,q14r14oe,channel_supplier,,4,0.7927,0.0003,"[[""__MISSING__"", 1562, 552, 0.353393085787452, 0.0002640947274264449]]"
600,q32_2026r9oe,switching_loyalty,"If you have not switched brands recently, what factors have kept you loyal to your current brand of outdoor power equipment? - Other (please specify)",5,0.7927,0.0003,"[[""__MISSING__"", 1562, 552, 0.353393085787452, 0.0002640947274264449]]"
601,q14r7,channel_supplier,,2,0.7896,0.0456,"[[""1"", 306, 122, 0.39869281045751637, 0.04556381939749082], [""0"", 1260, 431, 0.34206349206349207, -0.011065498996533474]]"
602,q11ar9c1,equipment_ownership_use,,2,0.7764,0.027,"[[""0"", 634, 241, 0.3801261829652997, 0.026997191905274165], [""1"", 932, 312, 0.33476394849785407, -0.018365042562171474]]"
603,POSSIBLEBRANDSr7,brand_funnel,,3,0.7159,0.1388,"[[""__MISSING__"", 28, 6, 0.21428571428571427, -0.13884327677431127], [""1"", 689, 253, 0.3671988388969521, 0.014069847836926552], [""0"", 849, 294, 0.3462897526501767, -0.006839238409848847]]"
604,q16_2026r7,brand_funnel,,2,0.7069,0.0523,"[[""1"", 222, 90, 0.40540540540540543, 0.052276414345379885], [""0"", 1344, 463, 0.3444940476190476, -0.008634943440977927]]"
605,q23r29,other,,2,0.7064,0.1124,"[[""1"", 54, 13, 0.24074074074074073, -0.11238825031928482], [""0"", 1512, 540, 0.35714285714285715, 0.0040138660828316075]]"
606,q11br8c1,equipment_ownership_use,,2,0.6854,0.0226,"[[""1"", 724, 272, 0.3756906077348066, 0.02256161667478107], [""0"", 842, 281, 0.333729216152019, -0.01939977490800654]]"
607,q23r15,other,,2,0.6713,0.0719,"[[""1"", 120, 51, 0.425, 0.07187100893997445], [""0"", 1446, 502, 0.34716459197787, -0.005964399082155569]]"
